x,y,z,year,month,day,body
2.391206435262314E+08,-1.942098614290104E+08,-1.571140128515606E+07,1984,5,09,8flora
2.400561824780897E+08,-1.926271277587619E+08,-1.586035835355671E+07,1984,5,10,8flora
2.409836566754769E+08,-1.910378714291146E+08,-1.600878272352295E+07,1984,5,11,8flora
2.419030140696828E+08,-1.894421292359870E+08,-1.615666801960745E+07,1984,5,12,8flora
2.428142026881154E+08,-1.878399384398710E+08,-1.630400785640047E+07,1984,5,13,8flora
2.437171706385870E+08,-1.862313367676584E+08,-1.645079583887414E+07,1984,5,14,8flora
2.446118661136506E+08,-1.846163624144335E+08,-1.659702556273228E+07,1984,5,15,8flora
2.454982373949858E+08,-1.829950540452319E+08,-1.674269061476687E+07,1984,5,16,8flora
2.463762328578352E+08,-1.813674507967619E+08,-1.688778457322039E+07,1984,5,17,8flora
2.472458009754903E+08,-1.797335922790909E+08,-1.703230100815430E+07,1984,5,18,8flora
2.481068903238275E+08,-1.780935185772921E+08,-1.717623348182384E+07,1984,5,19,8flora
2.489594495858938E+08,-1.764472702530540E+08,-1.731957554905905E+07,1984,5,20,8flora
2.498034275565419E+08,-1.747948883462492E+08,-1.746232075765190E+07,1984,5,21,8flora
2.506387731471148E+08,-1.731364143764628E+08,-1.760446264874987E+07,1984,5,22,8flora
2.514654353901805E+08,-1.714718903444788E+08,-1.774599475725579E+07,1984,5,23,8flora
2.522833634443144E+08,-1.698013587337238E+08,-1.788691061223388E+07,1984,5,24,8flora
2.530925065989319E+08,-1.681248625116667E+08,-1.802720373732232E+07,1984,5,25,8flora
2.538928142791693E+08,-1.664424451311738E+08,-1.816686765115210E+07,1984,5,26,8flora
2.546842360508127E+08,-1.647541505318176E+08,-1.830589586777222E+07,1984,5,27,8flora
2.554667216252767E+08,-1.630600231411388E+08,-1.844428189708138E+07,1984,5,28,8flora
2.562402208646289E+08,-1.613601078758600E+08,-1.858201924526597E+07,1984,5,29,8flora
2.570046837866637E+08,-1.596544501430506E+08,-1.871910141524460E+07,1984,5,30,8flora
2.577600605700231E+08,-1.579430958412411E+08,-1.885552190711899E+07,1984,5,31,8flora
2.585063015593646E+08,-1.562260913614863E+08,-1.899127421863146E+07,1984,6,01,8flora
2.592433572705751E+08,-1.545034835883759E+08,-1.912635184562846E+07,1984,6,02,8flora
